marca,capacidade,avaliacao_energia,tipo,funcionalidades,cores,material,periodo_garantia,pais_fabricacao,preco,mediana_capacidade
Siemens,198.0,A++,Side-by-Side,Smart Connectivity,Silver,Plastic,1.0,China,616.0,469.0
Br@ndX,281.0,B,Side-by-Side,Smart Connectivity,White,Glass,1.0,India,1861.0,487.0
Haier,573.0,A,Side-by-Side,Smart Connectivity,White,Plastic,4.0,Germany,1710.0,469.0
Haier,444.0,A,Double Door,Smart Connectivity,White,Glass,2.0,USA,1617.0,469.0
Haier,546.0,A++,Single Door,Smart Connectivity,Black,Plastic,8.0,Germany,413.0,434.5
Electrolux,592.0,B,Single Door,Ice Dispenser,Gray,Stainless Steel,7.0,USA,1109.0,431.5
Whirlpool,452.0,A,Single Door,Smart Connectivity,Gray,Plastic,3.0,China,1227.0,457.5
Frigidaire,338.0,A+,Double Door,Smart Connectivity,Silver,Glass,1.0,India,1803.0,446.5
GE,757.0,A,Double Door,Ice Dispenser,Black,Plastic,7.0,India,1879.0,447.0
Whirlpool,717.0,A+,Double Door,Ice Dispenser,Black,Glass,1.0,India,1211.0,479.0
Whirlpool,353.0,A++,Double Door,Smart Connectivity,Black,Glass,2.0,Germany,773.0,416.5
Panasonic,696.0,A,Side-by-Side,Smart Connectivity,Gray,Plastic,3.0,USA,1226.0,463.0
Siemens,451.0,A,Single Door,Smart Connectivity,Silver,Plastic,1.0,Germany,609.0,476.0
Frigidaire,762.0,A+,Side-by-Side,Water Dispenser,Gray,Stainless Steel,2.0,China,1720.0,446.5
Electrolux,739.0,B,Double Door,Smart Connectivity,White,Glass,6.0,Germany,706.0,431.5
Whirlpool,742.0,A++,Single Door,Smart Connectivity,White,Plastic,7.0,India,1168.0,416.5
LG,466.0,A,Side-by-Side,Smart Connectivity,Silver,Plastic,1.0,China,1012.0,458.0
Electrolux,541.0,A,Double Door,Water Dispenser,Silver,Stainless Steel,2.0,USA,1594.0,458.0
Whirlpool,320.0,A,Double Door,Ice Dispenser,Black,Glass,8.0,China,1019.0,457.5
Haier,101.0,B,Side-by-Side,Ice Dispenser,Silver,Plastic,6.0,Germany,734.0,440.0
Panasonic,457.0,A,Single Door,Smart Connectivity,Gray,Plastic,6.0,India,1891.0,463.0
GE,373.0,B,Double Door,Smart Connectivity,Black,Stainless Steel,3.0,Germany,908.0,471.0
Frigidaire,297.0,A,Single Door,Ice Dispenser,Gray,Plastic,7.0,China,674.0,440.5
Samsung,301.0,B,Single Door,Smart Connectivity,Black,Plastic,3.0,Germany,466.0,447.0
Panasonic,727.0,A,Double Door,Water Dispenser,White,Plastic,7.0,USA,1713.0,463.0
LG,601.0,B,Side-by-Side,Ice Dispenser,White,Plastic,3.0,Germany,1427.0,431.0
Whirlpool,652.0,B,Single Door,Ice Dispenser,White,Stainless Steel,2.0,USA,922.0,461.0
Samsung,279.0,A,Double Door,Smart Connectivity,Gray,Glass,5.0,Germany,762.0,440.0
Siemens,472.0,A++,Side-by-Side,Smart Connectivity,Gray,Glass,4.0,China,1099.0,469.0
Siemens,104.0,B,Side-by-Side,Ice Dispenser,Silver,Glass,7.0,China,521.0,450.5
Samsung,728.0,B,Double Door,Water Dispenser,Gray,Stainless Steel,8.0,USA,369.0,447.0
LG,673.0,B,Single Door,Smart Connectivity,White,Stainless Steel,2.0,USA,1816.0,431.0
Whirlpool,222.0,B,Double Door,Smart Connectivity,White,Stainless Steel,7.0,India,339.0,461.0
Panasonic,317.0,A+,Side-by-Side,Smart Connectivity,Gray,Glass,4.0,Germany,424.0,430.0
Samsung,724.0,A++,Single Door,Water Dispenser,Black,Glass,8.0,China,1543.0,452.0
Frigidaire,361.0,A++,Single Door,Smart Connectivity,White,Glass,7.0,USA,1099.0,436.0
Panasonic,451.0,B,Side-by-Side,Smart Connectivity,Silver,Stainless Steel,8.0,India,885.0,466.0
Samsung,359.0,A,Double Door,Water Dispenser,White,Stainless Steel,5.0,Germany,422.0,440.0
Frigidaire,368.0,A+,Single Door,Water Dispenser,White,Stainless Steel,9.0,Germany,1099.0,446.5
Frigidaire,295.0,B,Single Door,Ice Dispenser,Silver,Plastic,2.0,Germany,783.0,429.5
Samsung,451.0,A++,Side-by-Side,Water Dispenser,Silver,Plastic,8.0,China,676.0,452.0
Siemens,745.0,A+,Single Door,Water Dispenser,White,Glass,2.0,Germany,1741.0,455.0
Siemens,674.0,A+,Single Door,Water Dispenser,Gray,Glass,4.0,India,1251.0,455.0
Bosch,526.0,B,Single Door,Smart Connectivity,Gray,Plastic,9.0,USA,870.0,434.5
Whirlpool,750.0,A+,Single Door,Smart Connectivity,White,Glass,5.0,Germany,1315.0,479.0
Bosch,238.0,A,Single Door,Ice Dispenser,Silver,Stainless Steel,5.0,Germany,1513.0,424.0
Samsung,406.0,B,Side-by-Side,Smart Connectivity,Silver,Plastic,6.0,India,1494.0,447.0
Panasonic,527.0,B,Single Door,Water Dispenser,Gray,Stainless Steel,1.0,Germany,1651.0,466.0
GE,223.0,A+,Single Door,Water Dispenser,White,Glass,3.0,USA,781.0,403.0
Bosch,623.0,A,Single Door,Ice Dispenser,Gray,Plastic,7.0,USA,259.0,424.0
Electrolux,631.0,A+,Single Door,Ice Dispenser,Silver,Glass,9.0,China,1780.0,461.0
Siemens,759.0,A++,Side-by-Side,Smart Connectivity,White,Plastic,5.0,USA,1684.0,469.0
Panasonic,435.0,A++,Side-by-Side,Smart Connectivity,Silver,Plastic,2.0,Germany,1489.0,469.0
Bosch,266.0,B,Single Door,Water Dispenser,Gray,Stainless Steel,1.0,Germany,1719.0,434.5
Panasonic,201.0,A++,Double Door,Smart Connectivity,Silver,Plastic,4.0,China,1465.0,469.0
Samsung,139.0,B,Side-by-Side,Smart Connectivity,White,Plastic,3.0,India,305.0,447.0
Frigidaire,107.0,B,Side-by-Side,Water Dispenser,White,Plastic,7.0,USA,221.0,429.5
Samsung,746.0,A,Side-by-Side,Smart Connectivity,Gray,Glass,6.0,USA,1693.0,440.0
Electrolux,456.0,A++,Side-by-Side,Smart Connectivity,Gray,Plastic,2.0,Germany,1912.0,431.0
GE,290.0,A++,Side-by-Side,Water Dispenser,Gray,Glass,6.0,China,777.0,446.0
Bosch,451.0,B,Side-by-Side,Smart Connectivity,Silver,Glass,1.0,India,1171.0,434.5
Haier,719.0,B,Single Door,Ice Dispenser,White,Glass,6.0,China,1804.0,440.0
Panasonic,633.0,A++,Single Door,Smart Connectivity,White,Plastic,2.0,China,1046.0,469.0
Panasonic,789.0,B,Single Door,Water Dispenser,White,Plastic,9.0,USA,1633.0,466.0
Whirlpool,763.0,A++,Double Door,Ice Dispenser,Black,Plastic,7.0,Germany,1972.0,416.5
Panasonic,668.0,A,Single Door,Water Dispenser,White,Stainless Steel,8.0,India,339.0,463.0
Siemens,511.0,A,Single Door,Smart Connectivity,Gray,Stainless Steel,6.0,USA,1095.0,476.0
Haier,758.0,A,Single Door,Smart Connectivity,White,Plastic,1.0,China,1626.0,469.0
Siemens,322.0,A,Side-by-Side,Water Dispenser,Gray,Plastic,1.0,China,1494.0,476.0
Siemens,722.0,A++,Single Door,Ice Dispenser,Silver,Glass,9.0,Germany,1797.0,469.0
GE,276.0,A++,Side-by-Side,Smart Connectivity,Gray,Stainless Steel,3.0,India,1859.0,446.0
Frigidaire,429.0,A+,Single Door,Water Dispenser,Gray,Stainless Steel,1.0,Germany,1631.0,446.5
Whirlpool,686.0,A,Single Door,Smart Connectivity,Silver,Plastic,9.0,China,1550.0,457.5
Frigidaire,632.0,B,Double Door,Smart Connectivity,Gray,Plastic,4.0,China,1966.0,429.5
Electrolux,308.0,B,Side-by-Side,Smart Connectivity,White,Stainless Steel,3.0,India,738.0,431.5
Samsung,464.0,B,Single Door,Ice Dispenser,Silver,Glass,2.0,India,721.0,447.0
Bosch,297.0,B,Single Door,Water Dispenser,Black,Plastic,9.0,USA,1233.0,434.5
Samsung,362.0,B,Single Door,Smart Connectivity,Black,Plastic,7.0,Germany,229.0,447.0
Panasonic,320.0,A++,Double Door,Smart Connectivity,Gray,Stainless Steel,7.0,China,616.0,469.0
Siemens,235.0,A+,Double Door,Ice Dispenser,Silver,Glass,1.0,India,384.0,455.0
GE,724.0,A++,Double Door,Water Dispenser,Silver,Plastic,4.0,Germany,1550.0,446.0
Panasonic,503.0,A+,Double Door,Water Dispenser,Gray,Stainless Steel,2.0,Germany,1163.0,430.0
GE,514.0,A+,Single Door,Ice Dispenser,Silver,Plastic,2.0,India,582.0,403.0
Panasonic,764.0,A++,Side-by-Side,Ice Dispenser,Gray,Stainless Steel,6.0,Germany,476.0,469.0
Bosch,302.0,A+,Side-by-Side,Smart Connectivity,Silver,Glass,2.0,China,1626.0,446.5
Samsung,576.0,B,Single Door,Water Dispenser,Gray,Glass,1.0,USA,1474.0,447.0
Electrolux,587.0,A++,Side-by-Side,Water Dispenser,Black,Glass,9.0,Germany,781.0,431.0
LG,220.0,A,Double Door,Smart Connectivity,Silver,Glass,3.0,India,791.0,458.0
Electrolux,338.0,A+,Side-by-Side,Water Dispenser,White,Glass,1.0,India,257.0,461.0
Electrolux,238.0,A+,Side-by-Side,Ice Dispenser,Silver,Plastic,4.0,India,1305.0,461.0
Siemens,455.0,A,Side-by-Side,Smart Connectivity,Black,Stainless Steel,5.0,China,1000.0,476.0
LG,752.0,B,Single Door,Smart Connectivity,Silver,Stainless Steel,5.0,India,1604.0,431.0
Bosch,318.0,B,Side-by-Side,Smart Connectivity,White,Stainless Steel,6.0,USA,1082.0,434.5
Samsung,691.0,B,Side-by-Side,Water Dispenser,White,Plastic,1.0,USA,1477.0,447.0
Haier,317.0,A++,Side-by-Side,Water Dispenser,Silver,Plastic,6.0,USA,1429.0,434.5
Whirlpool,539.0,A+,Single Door,Water Dispenser,Gray,Stainless Steel,7.0,USA,1355.0,479.0
LG,320.0,A++,Single Door,Ice Dispenser,White,Plastic,8.0,India,1502.0,465.0
Frigidaire,451.0,B,Side-by-Side,Smart Connectivity,Black,Stainless Steel,5.0,India,1207.0,429.5
Panasonic,514.0,A,Double Door,Smart Connectivity,Silver,Glass,1.0,China,367.0,463.0
GE,162.0,A,Side-by-Side,Smart Connectivity,Silver,Plastic,5.0,China,351.0,447.0
Electrolux,369.0,A,Double Door,Smart Connectivity,Black,Glass,6.0,USA,1387.0,458.0
GE,341.0,A+,Side-by-Side,Smart Connectivity,Black,Stainless Steel,5.0,USA,1416.0,403.0
LG,182.0,A+,Double Door,Ice Dispenser,White,Plastic,6.0,Germany,846.0,453.0
Samsung,576.0,A++,Single Door,Ice Dispenser,Silver,Stainless Steel,8.0,USA,1341.0,452.0
Electrolux,549.0,A++,Single Door,Smart Connectivity,Silver,Glass,5.0,USA,1374.0,431.0
LG,618.0,B,Single Door,Smart Connectivity,Black,Plastic,1.0,USA,1786.0,431.0
Bosch,114.0,B,Single Door,Ice Dispenser,Black,Stainless Steel,8.0,China,894.0,434.5
Electrolux,724.0,B,Single Door,Smart Connectivity,Silver,Glass,8.0,China,788.0,431.5
Haier,360.0,A++,Single Door,Smart Connectivity,Silver,Plastic,5.0,Germany,856.0,434.5
Panasonic,580.0,B,Double Door,Smart Connectivity,White,Plastic,6.0,Germany,945.0,466.0
Bosch,675.0,A,Single Door,Water Dispenser,Black,Glass,6.0,Germany,1099.0,424.0
GE,196.0,A,Single Door,Smart Connectivity,Gray,Glass,1.0,China,456.0,447.0
Whirlpool,672.0,B,Side-by-Side,Smart Connectivity,Gray,Glass,2.0,Germany,526.0,461.0
Siemens,516.0,B,Double Door,Water Dispenser,White,Glass,7.0,Germany,1455.0,450.5
Siemens,749.0,A++,Double Door,Smart Connectivity,Silver,Plastic,7.0,India,1905.0,469.0
Samsung,336.0,A,Side-by-Side,Ice Dispenser,Gray,Glass,1.0,USA,1241.0,440.0
Whirlpool,412.0,A+,Single Door,Ice Dispenser,Black,Glass,2.0,China,1931.0,479.0
LG,348.0,B,Double Door,Smart Connectivity,Silver,Plastic,1.0,USA,1940.0,431.0
GE,654.0,A++,Side-by-Side,Ice Dispenser,White,Stainless Steel,2.0,China,1100.0,446.0
Haier,186.0,B,Single Door,Smart Connectivity,Gray,Plastic,4.0,Germany,1994.0,440.0
LG,573.0,A++,Side-by-Side,Water Dispenser,Gray,Stainless Steel,7.0,Germany,1254.0,465.0
Panasonic,736.0,A+,Single Door,Water Dispenser,White,Stainless Steel,1.0,China,366.0,430.0
Frigidaire,149.0,B,Side-by-Side,Smart Connectivity,Black,Plastic,2.0,China,947.0,429.5
Whirlpool,763.0,B,Double Door,Water Dispenser,White,Stainless Steel,6.0,USA,442.0,461.0
LG,557.0,A,Single Door,Ice Dispenser,Silver,Stainless Steel,6.0,China,1064.0,458.0
Electrolux,697.0,B,Double Door,Smart Connectivity,White,Stainless Steel,1.0,Germany,802.0,431.5
Frigidaire,587.0,A++,Double Door,Water Dispenser,Gray,Plastic,7.0,USA,326.0,436.0
Frigidaire,717.0,A,Side-by-Side,Smart Connectivity,Black,Plastic,1.0,Germany,1863.0,440.5
Electrolux,387.0,A,Side-by-Side,Smart Connectivity,Gray,Plastic,9.0,China,232.0,458.0
Haier,444.0,A+,Single Door,Ice Dispenser,White,Plastic,8.0,Germany,388.0,444.0
Electrolux,451.0,B,Single Door,Ice Dispenser,Gray,Plastic,7.0,India,439.0,431.5
Siemens,337.0,A++,Single Door,Smart Connectivity,Gray,Stainless Steel,5.0,China,399.0,469.0
Bosch,721.0,A,Single Door,Smart Connectivity,Silver,Stainless Steel,5.0,USA,1271.0,424.0
Electrolux,134.0,A+,Double Door,Ice Dispenser,White,Stainless Steel,9.0,Germany,225.0,461.0
Samsung,353.0,A,Single Door,Ice Dispenser,Gray,Plastic,9.0,China,375.0,440.0
Frigidaire,703.0,A++,Single Door,Smart Connectivity,White,Stainless Steel,4.0,China,1666.0,436.0
Siemens,319.0,A,Single Door,Smart Connectivity,White,Plastic,5.0,China,1574.0,476.0
LG,119.0,A,Double Door,Ice Dispenser,Gray,Glass,7.0,China,991.0,458.0
LG,288.0,B,Side-by-Side,Smart Connectivity,White,Stainless Steel,2.0,Germany,1797.0,431.0
Samsung,451.0,A,Double Door,Water Dispenser,Black,Glass,5.0,India,1954.0,440.0
LG,384.0,B,Side-by-Side,Smart Connectivity,Silver,Stainless Steel,6.0,India,1170.0,431.0
Samsung,542.0,A++,Single Door,Ice Dispenser,Black,Plastic,2.0,USA,527.0,452.0
LG,373.0,A,Single Door,Smart Connectivity,Black,Glass,2.0,Germany,309.0,458.0
Samsung,123.0,A,Single Door,Water Dispenser,White,Stainless Steel,7.0,China,1377.0,440.0
Panasonic,433.0,A++,Double Door,Smart Connectivity,Gray,Plastic,8.0,USA,613.0,469.0
Whirlpool,334.0,A+,Single Door,Smart Connectivity,Gray,Stainless Steel,4.0,China,1099.0,479.0
Frigidaire,686.0,B,Single Door,Smart Connectivity,White,Plastic,8.0,Germany,1070.0,429.5
Panasonic,538.0,A,Side-by-Side,Ice Dispenser,White,Stainless Steel,9.0,USA,487.0,463.0
Electrolux,144.0,A++,Double Door,Water Dispenser,Gray,Glass,5.0,USA,1989.0,431.0
Frigidaire,543.0,A,Single Door,Ice Dispenser,Gray,Stainless Steel,1.0,Germany,1350.0,440.5
Samsung,303.0,A+,Single Door,Water Dispenser,White,Glass,6.0,India,927.0,458.0
Siemens,324.0,A+,Side-by-Side,Water Dispenser,Silver,Plastic,1.0,India,436.0,455.0
Haier,250.0,A++,Single Door,Smart Connectivity,Silver,Plastic,7.0,Germany,564.0,434.5
Haier,758.0,A,Double Door,Smart Connectivity,Gray,Plastic,4.0,USA,1513.0,469.0
Panasonic,420.0,A,Side-by-Side,Smart Connectivity,White,Glass,9.0,China,670.0,463.0
GE,528.0,B,Double Door,Ice Dispenser,Black,Glass,1.0,Germany,1849.0,471.0
GE,798.0,A+,Side-by-Side,Ice Dispenser,Gray,Stainless Steel,4.0,Germany,1254.0,403.0
Samsung,446.0,A,Single Door,Smart Connectivity,Silver,Glass,1.0,USA,1409.0,440.0
Panasonic,554.0,A+,Double Door,Smart Connectivity,Gray,Plastic,2.0,China,1045.0,430.0
Electrolux,742.0,B,Single Door,Ice Dispenser,Gray,Stainless Steel,6.0,Germany,1083.0,431.5
Panasonic,136.0,A,Side-by-Side,Ice Dispenser,Silver,Stainless Steel,5.0,China,337.0,463.0
Frigidaire,141.0,A,Double Door,Ice Dispenser,Silver,Stainless Steel,1.0,India,1099.0,440.5
LG,789.0,A,Double Door,Ice Dispenser,Gray,Stainless Steel,9.0,India,1025.0,458.0
Br@ndX,574.0,A++,Single Door,Ice Dispenser,Gray,Stainless Steel,3.0,India,842.0,368.0
Haier,444.0,A+,Double Door,Water Dispenser,Black,Glass,2.0,China,1008.0,444.0
GE,253.0,A+,Side-by-Side,Smart Connectivity,White,Plastic,8.0,China,1099.0,403.0
Whirlpool,750.0,A,Side-by-Side,Smart Connectivity,Silver,Plastic,9.0,India,1454.0,457.5
Bosch,125.0,A++,Double Door,Ice Dispenser,Silver,Stainless Steel,8.0,China,1865.0,441.5
LG,233.0,A+,Side-by-Side,Smart Connectivity,Gray,Glass,6.0,India,1292.0,453.0
Bosch,499.0,A,Side-by-Side,Water Dispenser,Black,Stainless Steel,2.0,China,672.0,424.0
Frigidaire,362.0,A+,Single Door,Water Dispenser,Black,Plastic,7.0,China,785.0,446.5
Bosch,151.0,A++,Double Door,Water Dispenser,Gray,Stainless Steel,4.0,China,342.0,441.5
Haier,710.0,B,Single Door,Smart Connectivity,White,Stainless Steel,8.0,Germany,440.0,440.0
LG,269.0,B,Single Door,Smart Connectivity,Silver,Glass,1.0,Germany,333.0,431.0
GE,486.0,A+,Side-by-Side,Ice Dispenser,Silver,Glass,7.0,India,1099.0,403.0
Samsung,788.0,A+,Side-by-Side,Smart Connectivity,Silver,Stainless Steel,8.0,India,1006.0,458.0
Electrolux,118.0,A++,Single Door,Smart Connectivity,Silver,Plastic,9.0,USA,569.0,431.0
Siemens,352.0,A,Side-by-Side,Smart Connectivity,Black,Stainless Steel,5.0,China,228.0,476.0
Haier,664.0,A+,Double Door,Smart Connectivity,White,Plastic,5.0,Germany,1315.0,444.0
LG,225.0,A++,Double Door,Smart Connectivity,White,Glass,2.0,China,475.0,465.0
Bosch,465.0,B,Side-by-Side,Smart Connectivity,White,Plastic,3.0,China,780.0,434.5
Haier,330.0,A++,Side-by-Side,Smart Connectivity,Silver,Glass,8.0,India,1177.0,434.5
Electrolux,168.0,A+,Double Door,Water Dispenser,Gray,Stainless Steel,9.0,Germany,1618.0,461.0
Frigidaire,634.0,A,Double Door,Ice Dispenser,Silver,Stainless Steel,1.0,USA,1306.0,440.5
Panasonic,159.0,B,Double Door,Smart Connectivity,Silver,Plastic,2.0,India,310.0,466.0
LG,793.0,A,Side-by-Side,Water Dispenser,Silver,Glass,5.0,China,1640.0,458.0
LG,118.0,A+,Single Door,Smart Connectivity,Black,Glass,6.0,China,1150.0,453.0
GE,787.0,B,Single Door,Smart Connectivity,Gray,Stainless Steel,3.0,China,249.0,471.0
Frigidaire,740.0,B,Single Door,Ice Dispenser,Black,Glass,3.0,USA,1419.0,429.5
Haier,169.0,A,Double Door,Ice Dispenser,Silver,Stainless Steel,6.0,China,1023.0,469.0
Siemens,592.0,A,Double Door,Ice Dispenser,Gray,Stainless Steel,2.0,Germany,319.0,476.0
Haier,481.0,B,Double Door,Smart Connectivity,Silver,Stainless Steel,8.0,India,865.0,440.0
LG,446.0,B,Double Door,Smart Connectivity,Gray,Stainless Steel,9.0,India,1382.0,431.0
LG,166.0,A++,Single Door,Smart Connectivity,Silver,Plastic,3.0,USA,1933.0,465.0
LG,420.0,A,Single Door,Ice Dispenser,Gray,Stainless Steel,8.0,India,681.0,458.0
Haier,644.0,A++,Side-by-Side,Ice Dispenser,Gray,Plastic,7.0,India,1598.0,434.5
LG,451.0,A+,Side-by-Side,Smart Connectivity,Black,Glass,9.0,China,807.0,453.0
Samsung,669.0,A,Single Door,Smart Connectivity,Black,Glass,1.0,China,1838.0,440.0
Whirlpool,430.0,B,Double Door,Smart Connectivity,Black,Stainless Steel,2.0,Germany,1026.0,461.0
Panasonic,456.0,A,Double Door,Smart Connectivity,Silver,Stainless Steel,3.0,China,1951.0,463.0
Electrolux,186.0,B,Side-by-Side,Ice Dispenser,Silver,Plastic,2.0,India,706.0,431.5
Panasonic,388.0,B,Single Door,Ice Dispenser,Silver,Plastic,7.0,Germany,735.0,466.0
GE,109.0,A++,Double Door,Water Dispenser,White,Glass,9.0,India,1947.0,446.0
Bosch,561.0,A++,Single Door,Ice Dispenser,Black,Stainless Steel,3.0,India,527.0,441.5
Frigidaire,661.0,B,Single Door,Water Dispenser,Black,Stainless Steel,2.0,China,770.0,429.5
Siemens,441.0,A+,Single Door,Smart Connectivity,Silver,Stainless Steel,1.0,Germany,700.0,455.0
Frigidaire,638.0,A+,Single Door,Smart Connectivity,White,Stainless Steel,8.0,USA,1422.0,446.5
Samsung,187.0,A+,Side-by-Side,Ice Dispenser,Gray,Plastic,9.0,Germany,1940.0,458.0
GE,407.0,A+,Double Door,Smart Connectivity,Black,Stainless Steel,1.0,India,1366.0,403.0
Whirlpool,657.0,B,Side-by-Side,Smart Connectivity,Black,Stainless Steel,1.0,USA,1857.0,461.0
Panasonic,375.0,B,Double Door,Smart Connectivity,White,Plastic,1.0,China,1004.0,466.0
LG,761.0,A,Side-by-Side,Water Dispenser,Silver,Plastic,7.0,USA,1053.0,458.0
Panasonic,703.0,A+,Side-by-Side,Ice Dispenser,Black,Glass,5.0,China,803.0,430.0
Siemens,174.0,A++,Single Door,Smart Connectivity,Gray,Glass,3.0,USA,1479.0,469.0
Bosch,478.0,A+,Single Door,Smart Connectivity,White,Plastic,1.0,China,974.0,446.5
LG,451.0,A,Single Door,Ice Dispenser,Silver,Stainless Steel,9.0,India,429.0,458.0
Frigidaire,409.0,A++,Single Door,Water Dispenser,Gray,Stainless Steel,3.0,USA,880.0,436.0
GE,130.0,B,Side-by-Side,Ice Dispenser,White,Stainless Steel,7.0,India,585.0,471.0
Siemens,317.0,A++,Double Door,Smart Connectivity,Silver,Plastic,3.0,Germany,573.0,469.0
Haier,660.0,A,Single Door,Ice Dispenser,White,Stainless Steel,1.0,China,1510.0,469.0
Siemens,520.0,B,Single Door,Water Dispenser,White,Glass,6.0,India,299.0,450.5
GE,489.0,A,Side-by-Side,Ice Dispenser,Silver,Stainless Steel,7.0,India,599.0,447.0
Frigidaire,461.0,A+,Side-by-Side,Water Dispenser,Black,Glass,8.0,China,1862.0,446.5
Bosch,555.0,B,Single Door,Smart Connectivity,Gray,Stainless Steel,1.0,India,1663.0,434.5
Samsung,540.0,B,Single Door,Ice Dispenser,Silver,Glass,6.0,Germany,1932.0,447.0
Bosch,397.0,A++,Single Door,Smart Connectivity,Silver,Stainless Steel,5.0,China,493.0,441.5
Whirlpool,104.0,B,Side-by-Side,Smart Connectivity,Black,Glass,7.0,Germany,666.0,461.0
Frigidaire,548.0,B,Single Door,Smart Connectivity,Gray,Stainless Steel,4.0,China,920.0,429.5
Samsung,592.0,A+,Double Door,Water Dispenser,Black,Glass,2.0,Germany,1932.0,458.0
Br@ndX,604.0,B,Single Door,Water Dispenser,Gray,Plastic,5.0,USA,695.0,487.0
Siemens,107.0,A++,Single Door,Ice Dispenser,Gray,Plastic,8.0,Germany,662.0,469.0
LG,614.0,A,Double Door,Smart Connectivity,Gray,Glass,7.0,USA,367.0,458.0
Haier,238.0,A+,Double Door,Ice Dispenser,White,Plastic,4.0,India,223.0,444.0
Haier,518.0,A+,Side-by-Side,Smart Connectivity,Silver,Stainless Steel,8.0,India,566.0,444.0
Frigidaire,134.0,A++,Side-by-Side,Smart Connectivity,Silver,Plastic,1.0,India,406.0,436.0
Frigidaire,688.0,A,Side-by-Side,Water Dispenser,White,Glass,5.0,Germany,737.0,440.5
Haier,463.0,A+,Double Door,Ice Dispenser,White,Glass,7.0,USA,1202.0,444.0
Siemens,575.0,A,Single Door,Water Dispenser,White,Plastic,8.0,Germany,1799.0,476.0
Siemens,581.0,A,Double Door,Smart Connectivity,Gray,Glass,4.0,Germany,926.0,476.0
Frigidaire,436.0,A++,Single Door,Smart Connectivity,Silver,Glass,9.0,China,1099.0,436.0
Siemens,349.0,A+,Side-by-Side,Water Dispenser,Silver,Glass,6.0,Germany,1057.0,455.0
Samsung,429.0,A++,Single Door,Ice Dispenser,Gray,Plastic,7.0,Germany,1099.0,452.0
LG,391.0,A+,Double Door,Smart Connectivity,Silver,Glass,3.0,USA,441.0,453.0
Haier,277.0,A+,Single Door,Water Dispenser,Gray,Plastic,5.0,Germany,693.0,444.0
Whirlpool,351.0,A,Double Door,Ice Dispenser,White,Plastic,1.0,China,1522.0,457.5
LG,479.0,B,Single Door,Water Dispenser,Black,Stainless Steel,7.0,India,1954.0,431.0
Siemens,164.0,A++,Side-by-Side,Water Dispenser,Black,Glass,8.0,USA,1053.0,469.0
Haier,689.0,B,Single Door,Smart Connectivity,Gray,Stainless Steel,2.0,Germany,1072.0,440.0
Haier,573.0,A+,Double Door,Ice Dispenser,Silver,Plastic,3.0,Germany,650.0,444.0
Haier,468.0,B,Double Door,Ice Dispenser,Silver,Plastic,7.0,China,1380.0,440.0
Frigidaire,737.0,A,Single Door,Smart Connectivity,Gray,Plastic,4.0,China,1360.0,440.5
Panasonic,541.0,B,Double Door,Smart Connectivity,Black,Glass,3.0,India,1229.0,466.0
Panasonic,481.0,A,Single Door,Smart Connectivity,Gray,Plastic,2.0,Germany,1001.0,463.0
Whirlpool,600.0,A,Side-by-Side,Smart Connectivity,Silver,Stainless Steel,6.0,USA,1834.0,457.5
Bosch,486.0,A+,Single Door,Water Dispenser,White,Plastic,6.0,Germany,1431.0,446.5
Haier,682.0,B,Double Door,Water Dispenser,Black,Glass,1.0,Germany,831.0,440.0
Haier,623.0,A,Side-by-Side,Smart Connectivity,Gray,Plastic,6.0,Germany,301.0,469.0
Electrolux,310.0,B,Side-by-Side,Water Dispenser,Silver,Stainless Steel,6.0,India,1099.0,431.5
